73	26579.7	9790.34	3.25804
73.5	26579.7	9855.35	1.33437
74	26579.7	9700.97	4.8186
74.5	26579.7	9703.76	6.15562
75	26579.7	9818.64	2.08049
75.5	26579.7	9786.54	4.39232
76	26579.7	9740.36	4.95279
76.5	26579.7	9759.34	4.49136
77	26579.8	9837.4	2.20165
77.5	26579.8	9680.5	6.02673
78	26579.8	9785.38	3.39206
78.5	26579.8	9705.99	4.61704
79	26579.8	9486.02	9.5622
79.5	26579.8	9811.44	3.07254
80	26579.8	9652.68	7.40818
80.5	26579.8	9842.29	1.56204
81	26579.7	9764.48	3.78724
81.5	26579.8	9757.2	2.72782
82	26579.7	9852.14	1.17083
82.5	26579.7	9757.52	3.95514
83	26579.8	9807.96	2.0164
83.5	26579.8	9577.21	6.56134
84	26579.8	9745.24	4.67172
84.5	26579.8	9674.97	4.33891
85	26579.8	9597.82	8.64892
85.5	26579.8	9638.46	8.60691
86	26579.8	9771.12	3.41204
86.5	26579.7	9849.12	1.24423
87	26579.7	9839.4	1.04591
87.5	26579.7	9823.67	2.51412
88	26579.7	9742.86	3.27087
88.5	26579.6	9707.68	4.11778
89	26579.7	9718.62	4.26407
89.5	26579.7	9778.94	3.8419
90	26579.7	9726.07	4.38119
90.5	26579.7	9632.31	8.63233
91	26579.7	9700.38	4.59114
91.5	26579.8	9730.13	3.94898
92	26579.8	9854.86	1.09579
92.5	26579.7	9494.22	10.3374
93	26579.7	9735.87	4.87572
93.5	26579.7	9787.32	3.3537
94	26579.7	9754.97	3.5999
94.5	26579.8	9859.57	0.909216
95	26579.8	9701.95	4.17785
95.5	26579.8	9739.89	3.68572
96	26579.7	9616.38	8.28814
96.5	26579.8	9704.63	5.1726
97	26579.8	9615.6	6.88287
97.5	26579.8	9777.53	4.16637
98	26579.8	9797.98	3.66948
98.5	26579.8	9753.99	4.03374
99	26579.8	9826.25	2.01095
99.5	26579.8	9688.77	4.77273
100	26579.8	9779.42	4.46566
100.5	26579.8	9460.21	8.10138
